image_id,num_potholes,x,y,w,h
G0029225,7,3062,1764,124,76
G0029225,7,3108,1606,138,36
G0029225,7,3114,1566,140,40
G0029226,7,1900,1884,174,72
G0029226,7,1734,1816,192,68
G0029226,7,1468,1876,186,72
G0029226,7,1404,1780,174,32
G0029226,7,1960,1606,374,72
G0029226,7,2570,1636,164,40
G0029226,7,2584,1590,218,52
G0029226,7,1900,1884,174,72
G0029226,7,1734,1816,192,68
G0029226,7,1468,1876,186,72
G0029226,7,1404,1780,174,32
G0029226,7,1960,1606,374,72
G0029226,7,2570,1636,164,40
G0029226,7,2584,1590,218,52
G0029229,4,764,1784,502,186
G0029229,4,694,1640,96,32
G0029229,4,836,1632,100,22
G0029229,4,36,1844,202,76
G0029229,4,764,1784,502,186
G0029229,4,694,1640,96,32
G0029229,4,836,1632,100,22
G0029229,4,36,1844,202,76
G0029233,1,2052,1622,174,34
G0029233,1,2052,1622,174,34
G0029284,1,2708,1292,48,14
G0029285,1,3178,1352,70,14
G0029314,2,1822,1780,134,44
G0029314,2,2948,1602,116,28
G0029314,2,1822,1780,134,44
G0029314,2,2948,1602,116,28
G0029320,1,2168,1712,356,112
G0029320,1,2168,1712,356,112
G0029381,2,1054,1526,148,28
G0029381,2,2020,1494,208,52
G0029381,2,1054,1526,148,28
G0029381,2,2020,1494,208,52
G0029382,2,776,1554,168,30
G0029382,2,1932,1550,254,64
G0029382,2,776,1554,168,30
G0029382,2,1932,1550,254,64
G0029383,2,390,1614,190,44
G0029383,2,1766,1692,404,118
G0029383,2,390,1614,190,44
G0029383,2,1766,1692,404,118
G0029446,1,1002,1372,98,22
G0029447,1,636,1484,142,48
G0029448,1,1548,1344,58,10
G0029449,1,1444,1338,88,14
G0029450,1,1258,1408,110,28
G0029451,1,720,1618,204,64
G0029453,1,1946,1534,170,32
G0029453,1,1946,1534,170,32
G0029454,1,2010,1612,232,64
G0029454,1,2010,1612,232,64
G0029455,1,2160,1746,380,130
G0029455,1,2160,1746,380,130
G0029468,2,2794,1650,306,88
G0029468,2,2058,1664,308,88
G0029468,2,2794,1650,306,88
G0029468,2,2058,1664,308,88
G0029469,2,1810,1818,398,98
G0029469,2,2748,1776,360,132
G0029469,2,1810,1818,398,98
G0029469,2,2748,1776,360,132
G0029511,1,1854,1504,124,40
G0029603,1,1838,1310,72,20
G0029604,1,1812,1356,98,28
G0029605,1,1764,1462,150,48
G0029661,1,1842,1672,110,34
G0029661,1,1842,1672,110,34
G0029717,2,1842,1254,48,8
G0029717,2,1892,1228,36,10
G0029718,2,1826,1292,56,8
G0029718,2,1892,1250,40,14
G0029719,2,1770,1330,130,12
G0029719,2,1902,1256,50,14
G0029721,1,1988,1376,130,46
G0029722,2,2010,1494,192,86
G0029722,2,1956,1308,110,14
G0029723,1,1900,1406,140,16
G0029724,1,1788,1502,220,44
G0029757,2,2716,1608,64,10
G0029757,2,2366,1558,42,12
G0029757,2,2716,1608,64,10
G0029757,2,2366,1558,42,12
G0029785,1,1664,1634,330,92
G0029785,1,1664,1634,330,92
G0029867,1,2086,1342,82,20
G0029929,1,1896,1392,108,22
G0029946,3,1976,1540,62,16
G0029946,3,2044,1518,40,16
G0029946,3,1786,1520,76,20
G0029946,3,1976,1540,62,16
G0029946,3,2044,1518,40,16
G0029946,3,1786,1520,76,20
G0029947,3,2108,1652,102,26
G0029947,3,2202,1596,62,20
G0029947,3,1796,1578,116,34
G0029947,3,2108,1652,102,26
G0029947,3,2202,1596,62,20
G0029947,3,1796,1578,116,34
G0029948,2,1776,1782,232,78
G0029948,2,2694,1880,198,60
G0029948,2,1776,1782,232,78
G0029948,2,2694,1880,198,60
G0029965,3,1924,1360,68,18
G0029965,3,1806,1352,82,18
G0029965,3,1540,1346,38,14
G0029966,3,1742,1466,136,34
G0029966,3,1918,1488,120,32
G0029966,3,1378,1440,54,14
G0029967,2,1036,1548,98,48
G0029967,2,1132,1484,46,24
G0030003,2,2554,1562,124,68
G0030003,2,2384,1388,126,30
G0030004,2,2500,1424,156,36
G0030004,2,2078,1640,140,46
G0030136,1,2170,1322,70,16
G0030137,1,2220,1382,86,26
G0030138,1,2306,1466,128,42
G0030141,2,2460,1484,126,46
G0030141,2,2772,1490,172,40
G0030161,1,2088,1772,98,32
G0030161,1,2088,1772,98,32
G0030187,1,2910,1562,134,44
G0030193,2,1984,1604,166,80
G0030193,2,1800,1374,100,28
G0030194,1,1804,1472,148,56
G0030220,4,2984,1624,298,82
G0030220,4,2620,1376,162,34
G0030220,4,1864,1406,90,28
G0030220,4,1882,1372,94,22
G0030222,3,1814,1560,244,74
G0030222,3,3114,1530,290,90
G0030222,3,3026,1378,96,28
G0030285,4,82,1680,78,20
G0030285,4,6,1700,82,22
G0030285,4,3234,1490,58,18
G0030285,4,3084,1492,56,8
G0030285,4,82,1680,78,20
G0030285,4,6,1700,82,22
G0030285,4,3234,1490,58,18
G0030285,4,3084,1492,56,8
G0030286,2,3032,1510,64,18
G0030286,2,2854,1506,50,14
G0030286,2,3032,1510,64,18
G0030286,2,2854,1506,50,14
G0030289,2,2716,1636,136,46
G0030289,2,2334,1650,122,20
G0030289,2,2716,1636,136,46
G0030289,2,2334,1650,122,20
G0030290,3,2952,1720,210,78
G0030290,3,2426,1738,182,36
G0030290,3,1878,1736,82,18
G0030290,3,2952,1720,210,78
G0030290,3,2426,1738,182,36
G0030290,3,1878,1736,82,18
G0030295,1,1888,1382,110,32
G0030296,1,1874,1536,174,62
G0030346,5,1252,1728,182,64
G0030346,5,1696,1698,98,20
G0030346,5,1176,1708,76,24
G0030346,5,1520,1746,74,24
G0030346,5,1678,1730,62,16
G0030346,5,1252,1728,182,64
G0030346,5,1696,1698,98,20
G0030346,5,1176,1708,76,24
G0030346,5,1520,1746,74,24
G0030346,5,1678,1730,62,16
G0030528,1,1516,1370,126,26
G0030529,1,1268,1484,178,66
G0030660,3,822,1682,84,16
G0030660,3,454,1618,54,20
G0030660,3,3084,1552,154,42
G0030660,3,822,1682,84,16
G0030660,3,454,1618,54,20
G0030660,3,3084,1552,154,42
G0030661,1,3190,1628,228,70
G0030661,1,3190,1628,228,70
G0030674,4,2432,1526,126,16
G0030674,4,982,1710,76,14
G0030674,4,984,1746,106,32
G0030674,4,1960,1556,60,16
G0030674,4,2432,1526,126,16
G0030674,4,982,1710,76,14
G0030674,4,984,1746,106,32
G0030674,4,1960,1556,60,16
G0030676,4,1980,1636,98,28
G0030676,4,2700,1574,186,28
G0030676,4,384,1934,156,40
G0030676,4,58,1986,162,32
G0030676,4,1980,1636,98,28
G0030676,4,2700,1574,186,28
G0030676,4,384,1934,156,40
G0030676,4,58,1986,162,32
G0030687,2,1856,1608,158,58
G0030687,2,1774,1544,128,34
G0030687,2,1856,1608,158,58
G0030687,2,1774,1544,128,34
G0030970,6,904,1916,56,18
G0030970,6,1060,1758,106,36
G0030970,6,948,1634,66,18
G0030970,6,1224,1642,92,20
G0030970,6,1368,1584,100,30
G0030970,6,1106,1812,206,60
G0030970,6,904,1916,56,18
G0030970,6,1060,1758,106,36
G0030970,6,948,1634,66,18
G0030970,6,1224,1642,92,20
G0030970,6,1368,1584,100,30
G0030970,6,1106,1812,206,60
G0030971,4,336,1702,90,28
G0030971,4,454,1730,48,18
G0030971,4,1046,1730,164,34
G0030971,4,1050,1756,118,26
G0030971,4,336,1702,90,28
G0030971,4,454,1730,48,18
G0030971,4,1046,1730,164,34
G0030971,4,1050,1756,118,26
G0031016,7,1140,1752,150,34
G0031016,7,1556,1712,90,22
G0031016,7,1652,1568,76,20
G0031016,7,1750,1566,60,14
G0031016,7,1308,1642,74,14
G0031016,7,1278,1660,64,18
G0031016,7,978,1682,74,16
G0031016,7,1140,1752,150,34
G0031016,7,1556,1712,90,22
G0031016,7,1652,1568,76,20
G0031016,7,1750,1566,60,14
G0031016,7,1308,1642,74,14
G0031016,7,1278,1660,64,18
G0031016,7,978,1682,74,16
G0031017,6,944,1746,104,26
G0031017,6,1068,1872,206,48
G0031017,6,1632,1810,142,40
G0031017,6,1766,1604,98,22
G0031017,6,1888,1606,64,18
G0031017,6,1450,1616,66,20
G0031017,6,944,1746,104,26
G0031017,6,1068,1872,206,48
G0031017,6,1632,1810,142,40
G0031017,6,1766,1604,98,22
G0031017,6,1888,1606,64,18
G0031017,6,1450,1616,66,20
G0031018,7,1624,1916,222,58
G0031018,7,856,1818,106,40
G0031018,7,1270,1800,116,34
G0031018,7,1366,1764,120,28
G0031018,7,1864,1626,88,18
G0031018,7,1972,1628,74,12
G0031018,7,1480,1646,76,18
G0031018,7,1624,1916,222,58
G0031018,7,856,1818,106,40
G0031018,7,1270,1800,116,34
G0031018,7,1366,1764,120,28
G0031018,7,1864,1626,88,18
G0031018,7,1972,1628,74,12
G0031018,7,1480,1646,76,18
G0031021,4,862,1784,140,44
G0031021,4,1246,1776,188,64
G0031021,4,1412,1746,160,50
G0031021,4,1586,1752,134,46
G0031021,4,862,1784,140,44
G0031021,4,1246,1776,188,64
G0031021,4,1412,1746,160,50
G0031021,4,1586,1752,134,46
G0031130,1,1902,1602,70,22
G0031130,1,1902,1602,70,22
G0031131,1,1828,1782,204,56
G0031131,1,1828,1782,204,56
G0031212,1,1718,1530,40,12
G0031212,1,1718,1530,40,12
G0031213,1,1698,1566,44,14
G0031213,1,1698,1566,44,14
G0031361,3,2066,1516,86,18
G0031361,3,1914,1492,56,18
G0031361,3,1746,1520,70,10
G0031361,3,2066,1516,86,18
G0031361,3,1914,1492,56,18
G0031361,3,1746,1520,70,10
G0031362,5,1740,1522,80,18
G0031362,5,1914,1502,58,14
G0031362,5,2078,1524,94,14
G0031362,5,2120,1542,48,14
G0031362,5,3540,1494,44,12
G0031362,5,1740,1522,80,18
G0031362,5,1914,1502,58,14
G0031362,5,2078,1524,94,14
G0031362,5,2120,1542,48,14
G0031362,5,3540,1494,44,12
G0031363,5,2092,1536,104,18
G0031363,5,1938,1506,50,16
G0031363,5,1728,1532,80,12
G0031363,5,3632,1508,38,16
G0031363,5,2270,1662,330,64
G0031363,5,2092,1536,104,18
G0031363,5,1938,1506,50,16
G0031363,5,1728,1532,80,12
G0031363,5,3632,1508,38,16
G0031363,5,2270,1662,330,64
G0031364,5,1708,1542,92,26
G0031364,5,1904,1520,76,16
G0031364,5,2650,1550,52,14
G0031364,5,2790,1564,70,18
G0031364,5,2356,1684,210,50
G0031364,5,1708,1542,92,26
G0031364,5,1904,1520,76,16
G0031364,5,2650,1550,52,14
G0031364,5,2790,1564,70,18
G0031364,5,2356,1684,210,50
G0031365,7,2418,1732,240,60
G0031365,7,1694,1554,100,26
G0031365,7,1910,1530,70,24
G0031365,7,2164,1598,70,14
G0031365,7,2694,1566,60,16
G0031365,7,2856,1578,64,16
G0031365,7,1998,1476,38,10
G0031365,7,2418,1732,240,60
G0031365,7,1694,1554,100,26
G0031365,7,1910,1530,70,24
G0031365,7,2164,1598,70,14
G0031365,7,2694,1566,60,16
G0031365,7,2856,1578,64,16
G0031365,7,1998,1476,38,10
G0031366,11,2516,1814,268,78
G0031366,11,2778,1894,222,62
G0031366,11,2936,1626,74,16
G0031366,11,2758,1604,64,18
G0031366,11,2822,1584,48,14
G0031366,11,2570,1572,62,18
G0031366,11,2174,1638,72,14
G0031366,11,2106,1610,152,18
G0031366,11,1896,1564,82,14
G0031366,11,1662,1592,104,16
G0031366,11,1996,1494,34,18
G0031366,11,2516,1814,268,78
G0031366,11,2778,1894,222,62
G0031366,11,2936,1626,74,16
G0031366,11,2758,1604,64,18
G0031366,11,2822,1584,48,14
G0031366,11,2570,1572,62,18
G0031366,11,2174,1638,72,14
G0031366,11,2106,1610,152,18
G0031366,11,1896,1564,82,14
G0031366,11,1662,1592,104,16
G0031366,11,1996,1494,34,18
G0031367,9,3114,1838,90,36
G0031367,9,2998,1662,74,18
G0031367,9,2786,1644,72,18
G0031367,9,2570,1608,66,14
G0031367,9,2122,1694,98,24
G0031367,9,2058,1654,146,32
G0031367,9,1810,1598,88,20
G0031367,9,1548,1640,130,20
G0031367,9,1926,1524,36,14
G0031367,9,3114,1838,90,36
G0031367,9,2998,1662,74,18
G0031367,9,2786,1644,72,18
G0031367,9,2570,1608,66,14
G0031367,9,2122,1694,98,24
G0031367,9,2058,1654,146,32
G0031367,9,1810,1598,88,20
G0031367,9,1548,1640,130,20
G0031367,9,1926,1524,36,14
G0031368,8,1974,1744,156,42
G0031368,8,1896,1684,208,46
G0031368,8,1632,1608,102,28
G0031368,8,1314,1652,158,36
G0031368,8,2522,1620,56,18
G0031368,8,2772,1662,94,32
G0031368,8,3034,1684,90,26
G0031368,8,3022,1654,72,20
G0031368,8,1974,1744,156,42
G0031368,8,1896,1684,208,46
G0031368,8,1632,1608,102,28
G0031368,8,1314,1652,158,36
G0031368,8,2522,1620,56,18
G0031368,8,2772,1662,94,32
G0031368,8,3034,1684,90,26
G0031368,8,3022,1654,72,20
G0031369,10,1510,1764,274,60
G0031369,10,858,1720,190,40
G0031369,10,1262,1654,132,30
G0031369,10,1632,1856,178,72
G0031369,10,2276,1662,106,20
G0031369,10,2650,1724,124,40
G0031369,10,2992,1752,112,34
G0031369,10,2942,1706,62,20
G0031369,10,2648,1666,68,16
G0031369,10,3062,1566,76,30
G0031369,10,1510,1764,274,60
G0031369,10,858,1720,190,40
G0031369,10,1262,1654,132,30
G0031369,10,1632,1856,178,72
G0031369,10,2276,1662,106,20
G0031369,10,2650,1724,124,40
G0031369,10,2992,1752,112,34
G0031369,10,2942,1706,62,20
G0031369,10,2648,1666,68,16
G0031369,10,3062,1566,76,30
G0031370,10,118,1808,250,50
G0031370,10,638,1704,182,50
G0031370,10,848,1912,336,84
G0031370,10,1888,1748,148,36
G0031370,10,2392,1858,134,66
G0031370,10,2362,1744,96,32
G0031370,10,2868,1898,158,56
G0031370,10,2768,1822,68,30
G0031370,10,3334,1566,52,16
G0031370,10,2820,1618,42,12
G0031370,10,118,1808,250,50
G0031370,10,638,1704,182,50
G0031370,10,848,1912,336,84
G0031370,10,1888,1748,148,36
G0031370,10,2392,1858,134,66
G0031370,10,2362,1744,96,32
G0031370,10,2868,1898,158,56
G0031370,10,2768,1822,68,30
G0031370,10,3334,1566,52,16
G0031370,10,2820,1618,42,12
G0031371,6,2,1832,58,28
G0031371,6,1322,1914,186,40
G0031371,6,1932,1884,172,50
G0031371,6,2518,1670,60,16
G0031371,6,3526,1608,80,30
G0031371,6,3092,1600,52,14
G0031371,6,2,1832,58,28
G0031371,6,1322,1914,186,40
G0031371,6,1932,1884,172,50
G0031371,6,2518,1670,60,16
G0031371,6,3526,1608,80,30
G0031371,6,3092,1600,52,14
G0031372,5,2194,1710,76,24
G0031372,5,2850,1588,70,22
G0031372,5,2934,1598,40,14
G0031372,5,3232,1576,50,16
G0031372,5,3350,1580,86,28
G0031372,5,2194,1710,76,24
G0031372,5,2850,1588,70,22
G0031372,5,2934,1598,40,14
G0031372,5,3232,1576,50,16
G0031372,5,3350,1580,86,28
G0031373,4,1822,1742,106,36
G0031373,4,2622,1586,78,20
G0031373,4,3202,1578,98,34
G0031373,4,3062,1570,58,16
G0031373,4,1822,1742,106,36
G0031373,4,2622,1586,78,20
G0031373,4,3202,1578,98,34
G0031373,4,3062,1570,58,16
G0031374,3,1360,1914,146,56
G0031374,3,2406,1662,92,28
G0031374,3,3116,1644,108,40
G0031374,3,1360,1914,146,56
G0031374,3,2406,1662,92,28
G0031374,3,3116,1644,108,40
G0031375,4,2780,1510,132,22
G0031375,4,3052,1768,142,58
G0031375,4,2150,1788,112,34
G0031375,4,2818,1758,72,24
G0031375,4,2780,1510,132,22
G0031375,4,3052,1768,142,58
G0031375,4,2150,1788,112,34
G0031375,4,2818,1758,72,24
G0031376,4,3030,1934,164,56
G0031376,4,2718,1934,114,40
G0031376,4,2566,1560,150,24
G0031376,4,2288,1564,66,14
G0031376,4,3030,1934,164,56
G0031376,4,2718,1934,114,40
G0031376,4,2566,1560,150,24
G0031376,4,2288,1564,66,14
G0031377,3,2308,1600,152,34
G0031377,3,1172,1542,36,8
G0031377,3,1986,1606,68,22
G0031377,3,2308,1600,152,34
G0031377,3,1172,1542,36,8
G0031377,3,1986,1606,68,22
G0031378,2,1294,1536,56,14
G0031378,2,1940,1718,186,40
G0031378,2,1294,1536,56,14
G0031378,2,1940,1718,186,40
G0031379,3,798,1908,88,28
G0031379,3,1302,1894,244,66
G0031379,3,750,1596,76,14
G0031379,3,798,1908,88,28
G0031379,3,1302,1894,244,66
G0031379,3,750,1596,76,14
G0031498,3,1696,1832,300,88
G0031498,3,2194,1694,202,78
G0031498,3,1728,1726,70,26
G0031498,3,1696,1832,300,88
G0031498,3,2194,1694,202,78
G0031498,3,1728,1726,70,26
G0031530,1,1706,1618,88,30
G0031530,1,1706,1618,88,30
G0031590,2,1764,1676,68,16
G0031590,2,2138,1536,92,32
G0031590,2,1764,1676,68,16
G0031590,2,2138,1536,92,32
G0031591,1,2314,1636,186,54
G0031591,1,2314,1636,186,54
G0031592,1,1800,1590,110,18
G0031592,1,1800,1590,110,18
G0031593,1,1676,1718,234,58
G0031593,1,1676,1718,234,58
G0031608,1,2618,1630,114,28
G0031608,1,2618,1630,114,28
G0031609,2,2238,1620,126,34
G0031609,2,2000,1722,102,30
G0031609,2,2238,1620,126,34
G0031609,2,2000,1722,102,30
G0031610,2,1832,1662,144,40
G0031610,2,1522,1806,124,32
G0031610,2,1832,1662,144,40
G0031610,2,1522,1806,124,32
G0031611,2,784,1930,118,46
G0031611,2,1222,1736,182,56
G0031611,2,784,1930,118,46
G0031611,2,1222,1736,182,56
G0031612,1,286,1898,226,92
G0031612,1,286,1898,226,92
G0031652,3,2466,1732,166,48
G0031652,3,2266,1670,252,54
G0031652,3,2608,1540,78,36
G0031652,3,2466,1732,166,48
G0031652,3,2266,1670,252,54
G0031652,3,2608,1540,78,36
G0031658,1,2490,1622,98,28
G0031658,1,2490,1622,98,28
G0031659,1,2422,1704,122,46
G0031659,1,2422,1704,122,46
G0031660,1,2448,1846,224,72
G0031660,1,2448,1846,224,72
G0031697,4,2540,1736,72,26
G0031697,4,2572,1690,42,14
G0031697,4,2714,1612,116,30
G0031697,4,2720,1578,88,28
G0031697,4,2540,1736,72,26
G0031697,4,2572,1690,42,14
G0031697,4,2714,1612,116,30
G0031697,4,2720,1578,88,28
G0031698,5,2186,1910,114,46
G0031698,5,2232,1814,62,24
G0031698,5,2242,1736,72,26
G0031698,5,2444,1682,102,34
G0031698,5,2420,1648,98,34
G0031698,5,2186,1910,114,46
G0031698,5,2232,1814,62,24
G0031698,5,2242,1736,72,26
G0031698,5,2444,1682,102,34
G0031698,5,2420,1648,98,34
G0031736,4,1154,1694,172,66
G0031736,4,1284,1622,84,26
G0031736,4,1522,1642,104,20
G0031736,4,1468,1880,184,72
G0031736,4,1154,1694,172,66
G0031736,4,1284,1622,84,26
G0031736,4,1522,1642,104,20
G0031736,4,1468,1880,184,72
G0031911,1,3512,1646,100,34
G0031911,1,3512,1646,100,34
G0032033,4,2068,1758,124,34
G0032033,4,1818,1628,92,20
G0032033,4,2338,1576,148,28
G0032033,4,2530,1576,130,36
G0032033,4,2068,1758,124,34
G0032033,4,1818,1628,92,20
G0032033,4,2338,1576,148,28
G0032033,4,2530,1576,130,36
G0032034,4,2274,1890,188,68
G0032034,4,1898,1654,144,40
G0032034,4,2540,1586,178,36
G0032034,4,2778,1586,150,44
G0032034,4,2274,1890,188,68
G0032034,4,1898,1654,144,40
G0032034,4,2540,1586,178,36
G0032034,4,2778,1586,150,44
G0032036,1,2602,1828,292,124
G0032036,1,2602,1828,292,124
G0032202,2,1242,1598,84,20
G0032202,2,1128,1610,90,16
G0032202,2,1242,1598,84,20
G0032202,2,1128,1610,90,16
G0032203,3,1408,1584,92,22
G0032203,3,1524,1578,104,16
G0032203,3,1814,1632,48,18
G0032203,3,1408,1584,92,22
G0032203,3,1524,1578,104,16
G0032203,3,1814,1632,48,18
G0032204,4,2146,1674,60,34
G0032204,4,1660,1610,96,18
G0032204,4,1802,1596,156,28
G0032204,4,1840,1582,58,16
G0032204,4,2146,1674,60,34
G0032204,4,1660,1610,96,18
G0032204,4,1802,1596,156,28
G0032204,4,1840,1582,58,16
G0032205,4,2568,1762,116,42
G0032205,4,2084,1624,202,32
G0032205,4,1906,1624,156,48
G0032205,4,2122,1600,80,18
G0032205,4,2568,1762,116,42
G0032205,4,2084,1624,202,32
G0032205,4,1906,1624,156,48
G0032205,4,2122,1600,80,18
G0032207,4,2380,1802,266,80
G0032207,4,2684,1776,400,98
G0032207,4,2670,1716,122,30
G0032207,4,2482,1692,94,32
G0032207,4,2380,1802,266,80
G0032207,4,2684,1776,400,98
G0032207,4,2670,1716,122,30
G0032207,4,2482,1692,94,32
G0032213,2,2742,1754,106,26
G0032213,2,1992,1560,64,14
G0032213,2,2742,1754,106,26
G0032213,2,1992,1560,64,14
G0032214,2,1638,1640,76,24
G0032214,2,2010,1610,78,26
G0032214,2,1638,1640,76,24
G0032214,2,2010,1610,78,26
G0032217,4,2074,1696,74,26
G0032217,4,2052,1662,86,24
G0032217,4,1832,1502,40,10
G0032217,4,1812,1478,28,10
G0032217,4,2074,1696,74,26
G0032217,4,2052,1662,86,24
G0032217,4,1832,1502,40,10
G0032217,4,1812,1478,28,10
G0032228,2,2068,1582,44,14
G0032228,2,2300,1678,50,16
G0032228,2,2068,1582,44,14
G0032228,2,2300,1678,50,16
G0032229,1,2160,1678,82,34
G0032229,1,2160,1678,82,34
G0032230,2,2632,1952,86,36
G0032230,2,1674,1516,52,18
G0032230,2,2632,1952,86,36
G0032230,2,1674,1516,52,18
G0032231,1,1682,1544,66,20
G0032231,1,1682,1544,66,20
G0032232,2,1714,1588,74,20
G0032232,2,2118,1576,56,14
G0032232,2,1714,1588,74,20
G0032232,2,2118,1576,56,14
G0032301,8,1368,1732,114,38
G0032301,8,532,1840,196,58
G0032301,8,880,1940,206,64
G0032301,8,1914,1740,256,38
G0032301,8,2314,1728,222,38
G0032301,8,2156,1584,98,28
G0032301,8,2522,1634,114,32
G0032301,8,2630,1638,126,46
G0032301,8,1368,1732,114,38
G0032301,8,532,1840,196,58
G0032301,8,880,1940,206,64
G0032301,8,1914,1740,256,38
G0032301,8,2314,1728,222,38
G0032301,8,2156,1584,98,28
G0032301,8,2522,1634,114,32
G0032301,8,2630,1638,126,46
G0032424,3,2138,1584,56,20
G0032424,3,1898,1488,40,12
G0032424,3,1970,1510,52,14
G0032424,3,2138,1584,56,20
G0032424,3,1898,1488,40,12
G0032424,3,1970,1510,52,14
G0032425,3,2254,1690,88,32
G0032425,3,1986,1544,54,16
G0032425,3,1894,1512,34,10
G0032425,3,2254,1690,88,32
G0032425,3,1986,1544,54,16
G0032425,3,1894,1512,34,10
G0032432,2,2474,1864,190,78
G0032432,2,1982,1498,40,10
G0032432,2,2474,1864,190,78
G0032432,2,1982,1498,40,10
G0032513,5,1796,1430,90,14
G0032513,5,1908,1420,56,8
G0032513,5,1852,1418,44,12
G0032513,5,2096,1404,38,14
G0032513,5,2174,1412,56,10
G0032514,4,1892,1468,124,20
G0032514,4,2256,1432,54,16
G0032514,4,2354,1446,74,16
G0032514,4,2024,1446,72,20
G0032515,5,1968,1520,168,26
G0032515,5,2104,1484,124,28
G0032515,5,2562,1494,90,18
G0032515,5,2436,1470,52,18
G0032515,5,2338,1388,46,16
G0032516,4,1920,1624,244,60
G0032516,4,2098,1564,178,56
G0032516,4,2542,1546,76,24
G0032516,4,2738,1586,126,26
G0032518,1,2276,1512,90,24
G0032519,2,2320,1606,132,34
G0032519,2,1660,1608,74,18
G0032754,1,1890,1474,66,16
G0032755,1,1844,1562,96,28
G0040661,5,940,1278,86,16
G0040661,5,1546,1274,44,12
G0040661,5,1630,1280,56,12
G0040661,5,2774,1356,44,12
G0040661,5,2268,1280,46,10
G0040662,6,686,1324,98,22
G0040662,6,1010,1264,38,12
G0040662,6,1428,1304,52,12
G0040662,6,1534,1308,64,16
G0040662,6,2344,1290,42,12
G0040662,6,3050,1398,58,16
G0040663,5,284,1416,110,20
G0040663,5,762,1316,40,10
G0040663,5,1210,1376,76,20
G0040663,5,1344,1388,98,26
G0040663,5,2458,1346,72,14
G0040664,4,366,1388,44,16
G0040664,4,732,1514,146,54
G0040664,4,902,1558,168,60
G0040664,4,2712,1450,104,34
G0040806,2,2950,1494,162,42
G0040806,2,2302,1336,68,12
G0040807,1,2432,1368,102,26
G0040808,1,2662,1486,134,36
G0040944,3,2226,1698,98,42
G0040944,3,1848,1610,82,20
G0040944,3,1646,1776,144,24
G0040944,3,2226,1698,98,42
G0040944,3,1848,1610,82,20
G0040944,3,1646,1776,144,24
G0040950,3,1932,1710,260,68
G0040950,3,1982,1836,376,104
G0040950,3,2630,1540,190,26
G0040950,3,1932,1710,260,68
G0040950,3,1982,1836,376,104
G0040950,3,2630,1540,190,26
G0040970,2,2636,1236,40,12
G0040970,2,2690,1250,52,12
G0040971,2,2656,1248,44,8
G0040971,2,2716,1260,58,14
G0040972,2,2678,1254,42,10
G0040972,2,2750,1268,54,10
G0040973,2,2700,1256,44,12
G0040973,2,2774,1270,74,16
G0040974,2,2724,1272,40,12
G0040974,2,2804,1286,76,18
G0040975,2,2768,1278,42,14
G0040975,2,2870,1298,72,20
G0040976,1,2928,1310,84,24
G0040977,2,2848,1308,44,12
G0040977,2,2978,1334,92,20
G0040978,2,2892,1324,74,16
G0040978,2,3068,1350,100,32
G0040979,3,2960,1350,58,20
G0040979,3,2808,1324,78,18
G0040979,3,3182,1392,102,34
G0040980,3,2768,1342,90,22
G0040980,3,2942,1370,60,18
G0040980,3,3228,1420,112,36
G0041017,1,1650,1546,102,38
G0041017,1,1650,1546,102,38
G0041018,4,1586,1670,136,44
G0041018,4,2696,1782,72,36
G0041018,4,1922,1508,74,20
G0041018,4,2450,1494,136,34
G0041018,4,1586,1670,136,44
G0041018,4,2696,1782,72,36
G0041018,4,1922,1508,74,20
G0041018,4,2450,1494,136,34
G0041022,1,2910,1704,298,92
G0041022,1,2910,1704,298,92
G0041118,3,3608,1530,68,30
G0041118,3,2362,1502,224,34
G0041118,3,2428,1566,220,72
G0041118,3,3608,1530,68,30
G0041118,3,2362,1502,224,34
G0041118,3,2428,1566,220,72
G0041119,3,2542,1560,308,44
G0041119,3,2788,1708,328,112
G0041119,3,2530,1606,124,48
G0041119,3,2542,1560,308,44
G0041119,3,2788,1708,328,112
G0041119,3,2530,1606,124,48
G0041120,2,2906,1666,440,88
G0041120,2,2972,1782,216,86
G0041120,2,2906,1666,440,88
G0041120,2,2972,1782,216,86
G0041413,1,1878,1326,104,18
G0041414,1,1804,1360,134,36
G0041415,1,1766,1422,146,50
G0041416,1,1766,1472,196,72
G0041417,1,1766,1536,218,88
G0041793,1,1858,1242,24,8
G0041794,1,1856,1280,20,8
G0041795,1,1840,1320,34,14
G0041854,2,1604,1852,138,74
G0041854,2,2164,1590,44,14
G0041854,2,1604,1852,138,74
G0041854,2,2164,1590,44,14
G0043163,1,2952,1532,42,10
G0043163,1,2952,1532,42,10
G0043230,1,2334,1608,142,30
G0043272,2,1862,1588,114,26
G0043272,2,2296,1512,122,30
G0043273,1,2528,1622,182,54
G0043311,2,2054,1368,46,8
G0043311,2,2072,1352,44,12
G0043312,3,2122,1376,54,10
G0043312,3,2132,1360,62,14
G0043312,3,1788,1386,50,12
G0043313,4,1888,1414,58,12
G0043313,4,2256,1398,56,8
G0043313,4,2280,1380,60,10
G0043313,4,1790,1426,38,10
G0043314,5,1806,1454,54,14
G0043314,5,1926,1440,80,16
G0043314,5,2380,1392,62,14
G0043314,5,2362,1412,80,18
G0043314,5,2230,1404,44,16
G0043315,5,2518,1540,88,20
G0043315,5,1946,1486,90,24
